preferredLabel	conceptUri	skillType	altLabels	hiddenLabels	description
evaluere informationstjenester ved hjælp af målinger	http://data.europa.eu/esco/skill/82312096-4df8-49ce-9cdd-a6e08af56b45	skill/competence			Bruge bibliometri, cybermetri og webparametre til evaluering af informationstjenester.
CAE-programmer	http://data.europa.eu/esco/skill/82313e12-9d39-47d1-b7c9-78bbd6bb50e2	knowledge	CAE-software		Software til at udføre CAE (computer-aided engineering)-analyseopgaver som f.eks. Finite Element Analysis and Computional Fluid Dynamics.
rådgive om sundhedsbrugeres informerede samtykke	http://data.europa.eu/esco/skill/8232979d-6aa4-40c9-a12b-5152a52a76b8	skill/competence			Sørge for, at patienterne/klienterne er fuldt informeret om risiciene og fordelene ved de foreslåede behandlinger, så de kan give informeret samtykke, og engagere patienter/klienter i deres pleje- og behandlingsproces.
rebtovhåndtering	http://data.europa.eu/esco/skill/82351205-9087-4569-8104-492b43ad39ec	knowledge			Rebtovhåndtering, som vedrører anbringelse af knuder og splejsning.
simulere transportproblemer	http://data.europa.eu/esco/skill/82394321-7f35-4a29-b2fa-4a58f66258f5	skill/competence			Indføre transportrelaterede data i software og computermodeller for at simulere transportspørgsmål, som f.eks. trafikpropper, for at finde innovative løsninger.
transportere borerigge	http://data.europa.eu/esco/skill/82411c03-0e3d-4d18-beb6-57ddb2f3a44a	skill/competence			Flytte og omplacere borerigge fra et sted til et andet med en specialiseret lastbil.
koordinere pleje af forsømte dyr	http://data.europa.eu/esco/skill/8241a98f-06cf-4584-92f2-59826dac0702	skill/competence			Koordinere behandlingen af forladte, mishandlede, skadede, forsømte eller omstrejfende dyr. Det omfatter tilrettelæggelse af sikker indkvartering og levering af dyrlægebistand ved at samarbejde med dyrlæger.
teste prøver for forurenende stoffer	http://data.europa.eu/esco/skill/82423b5c-486f-42e7-b00e-7358757a8de5	skill/competence			Måle koncentrationer af forurenende stoffer i prøverne. Beregne luftforurening eller gasflow i industriprocesser. Identificere potentielle sikkerheds- eller sundhedsrisici, f.eks. stråling.
hjælpe brugere af svømmebassin	http://data.europa.eu/esco/skill/824828a8-393d-4195-8b4f-862fe1cb6da5	skill/competence			Tilbyde vejledning til brugere af svømmebassin i faciliteten og hjælpe dem med at opfylde alle former for ønsker, f.eks. udlevering af håndklæde eller vejvisning til toiletter.
typer af fotovoltaiske paneler	http://data.europa.eu/esco/skill/8248a071-5307-4a64-a62d-643a35ec31e2	knowledge			Forskellige typer af fotovoltaiske paneler med forskellig effektivitet i forskellige vejrtyper, omkostninger, holdbarhed og levetidsbedømmelser samt monteringsmuligheder.
passe ploddermaskiner	http://data.europa.eu/esco/skill/824b6b77-e1fd-48e2-9d31-84931526b4cc	skill/competence			Passe ploddermaskinen ved at sætte den op og betjene den for at omdanne malet sæbe til sæbestykker.
skadedyrsbiologi	http://data.europa.eu/esco/skill/824fc4ec-4217-46c5-8a5c-f752bb0d2d73	knowledge			Biologiske kendetegn ved insekter og gnavere og deres indflydelse på valg af skadedyrsbekæmpelsesmetode.
interferere i fjendens kommunikation	http://data.europa.eu/esco/skill/82507f16-5b2f-4efa-a4da-d326afd7fcd8	skill/competence			Gribe ind i de kommunikationssystemer, der anvendes af fjendtlige styrker, for at opfange meddelelser og indsamle efterretninger og forstyrre deres kommunikationskanaler, således at deres operationer forstyrres.
indkøbe mekanisk udstyr	http://data.europa.eu/esco/skill/825999ab-104e-46d5-87ac-385cdd0b3ea2	skill/competence			Indkøbe egnet maskineri. Undersøge markedet for at finde de bedste maskiner, holde sig inden for budgetbegrænsninger og forhandle købet. Føre register.
laboratorieteknikker	http://data.europa.eu/esco/skill/8259c2c0-2749-41e2-a4a8-4a64a76eab37	knowledge			Teknikker, der anvendes inden for naturvidenskabens forskellige områder med henblik på at tilvejebringe forsøgsdata, såsom gravimetrisk analyse, gaskromatografi, elektroniske eller termiske metoder.
anbringe bundstykke	http://data.europa.eu/esco/skill/826770e6-9fa3-417d-bef2-8483d176b731	skill/competence			Anbring trappevangerne i deres endelige stilling. Fastgør dem til den øverste repos, normalt med en endeplade. Fastgøre vangerne til den nederste repos og blokere den mod at glide over gulvet med en vinkel. Fastgøre vangen til væggen, hvis der er behov for det.
koordinere skiftehold ved fremstilling af forme	http://data.europa.eu/esco/skill/82687768-3e70-40c4-8b83-dfde2a5258f8	skill/competence			Forvalte koordineringen af alle aktiviteter på tværs af hvert skiftehold til fremstilling af forme.
tjekke for beskadigede produkter	http://data.europa.eu/esco/skill/8269dc3d-50ee-46b5-a742-a7d2cb7d90bb	skill/competence			Identificere produkter, der er blevet beskadiget, og indberette situationen.
drift af fossilt fyrede kraftværker	http://data.europa.eu/esco/skill/826c1cf4-582a-4f1a-805f-98cc2b8000ba	knowledge			De forskellige trin i produktionen af elektricitet, der anvender fossile brændstoffer, og funktionen af alle dele af det nødvendige udstyr såsom kedler, turbiner og generatorer.
flytte jord	http://data.europa.eu/esco/skill/8276e91a-d2c4-4723-9237-ba67da54ff1e	skill/competence			Bruge maskiner til at laste og losse jord. Sørge for ikke at overbelaste maskinen. Dumpe jorden omhyggeligt på det anviste sted.
guitartyper	http://data.europa.eu/esco/skill/827aedbf-ab78-43f7-86e3-62d99a449a02	knowledge			Der er to vigtige guitarkategorier, nemlig elektrisk og akustisk. Denne sidste kategori omfatter et stort antal underkategorier såsom klassisk, flad, stålstreng eller spanske guitarer. Elektriske guitarer kan have hule, faste eller semihule kroppe, og vibrationerne af stålstrengene omdannes til signaler, som derefter leveres til en forstærker.
estimere restaureringsomkostninger	http://data.europa.eu/esco/skill/827ebc71-b406-483e-9617-33c63dd487a0	skill/competence			Anslå de omkostninger, der er forbundet med at genetablere og erstatte produkter eller dele.
bygningsingeniørarbejde	http://data.europa.eu/esco/skill/82887396-e5bf-4306-af51-3fe8d82790b2	knowledge			Den tekniske disciplin, der vedrører studiet af udformningen, konstruktionen og vedligeholdelsen af naturligt opbyggede bygværker, såsom veje, bygninger og kanaler.
fremstilling af monteringsdele i metal	http://data.europa.eu/esco/skill/8296eb2d-c9bf-41fc-be72-781383c51298	knowledge			Fremstilling af nitter, underlagsskiver og lignende varer uden gevind, skruemaskineprodukter, skruer, møtrikker og lignende produkter med gevind.
plastharpikser	http://data.europa.eu/esco/skill/8299babb-970b-48d1-8839-7235276894cf	knowledge			Processen med at opvarme kulbrinter, danne og kombinere polymerer med henblik på at fremstille plastharpikser, der anvendes til at fremstille forskellige slags produkter.
organisere luftfartøjsvedligeholdelse	http://data.europa.eu/esco/skill/829e07c7-d7d8-4cdf-8c67-3953e7490e42	skill/competence			Organisere forholdsregler for luftfartøjsvedligeholdelses- og reparationsvirksomhed; kommunikere med tekniske centre.
norsk	http://data.europa.eu/esco/skill/829f6eb5-0b26-4152-8eb3-82dd32b2b6f2	knowledge			Det norske sprog.
dokumentere koreografi	http://data.europa.eu/esco/skill/82a1fa7e-7361-45de-90fb-67709eb9d238	skill/competence			Dokumentere og bevare koreografien af en produktion, koreografens hensigt og vision.
interagere med kunder inden for skovbrug	http://data.europa.eu/esco/skill/82a3247e-bb0d-4b68-a177-a6457f84717f	skill/competence			Rådgive kunder om elementer af god skovbrugspraksis og deltage i møder i professionelle skovbrugsorganer og -organisationer. Holde kontakt og arbejde med skovbrugsprojekter med andre fagfolk, såsom landskabsarkitekter, biologer, geologer, statsautoriserede landinspektører, ingeniører og velgørende organisationer.
maltning	http://data.europa.eu/esco/skill/82a61909-2729-4b06-a956-43a7642ebc20	knowledge			Maltning består i, at der opblødes korn, sædvanligvis byg, hvorved yderligere spiring standses ved.
farmakognosi	http://data.europa.eu/esco/skill/82a63a4a-b43b-420c-aa5f-92e6a85368fb	knowledge			De fysiske, kemiske, biokemiske og biologiske egenskaber ved lægemidler, der stammer fra naturlige kilder.
revidere juridiske dokumenter	http://data.europa.eu/esco/skill/82ae17ef-a422-4803-923e-d62da42476a9	skill/competence			Læse og fortolke juridiske dokumenter og beviser for begivenheder i forbindelse med retssagen.
forskrifter for bortskaffelse af affald	http://data.europa.eu/esco/skill/82b14cde-76e7-4d4b-b564-c45c014f3ce4	knowledge			Have viden om og en forståelse af de bestemmelser og juridiske aftaler, der gælder for udførelsen af aktiviteter vedrørende bortskaffelse af affald.
tjekke materialers styrke	http://data.europa.eu/esco/skill/82b6b024-6369-4d84-ba68-c665b9df53f8	skill/competence			Måle og kontrollere kategorisering og forskellige styrkeniveauer af bestemte materialer.
bruge teknisk udstyr til sterilisering	http://data.europa.eu/esco/skill/82b6f3bc-5dc3-4c8b-a814-9b471df42e02	skill/competence			Arbejde med teknisk udstyr og maskineri såsom dampsterilisatorer til rengøring og desinficering af udstyr og anordninger.
sætte skruer og plugs i parketbrædder	http://data.europa.eu/esco/skill/82bdfb3f-9950-473c-8b47-43d6b7c34b6f	skill/competence			Isætte skruer og plugs i parketbrædder ved at forsænke et hul ikke dybere end halvdelen af brættets tykkelse, skrue det fast til underlaget og fylde det deraf følgende hul med en tilsvarende prop.
løbe ærinder for kunder	http://data.europa.eu/esco/skill/82c1ddba-af60-4061-a572-b33fc71d1baa	skill/competence	"yde ekstratjeneste til gæster
foretage ærinder for kunder
yde ekstra services for kunder
yde supplerende tjenester til gæster
løbe ærinder"		Tage mod bestillinger og opfylde anmodninger på vegne af en kunde, f.eks. indkøb eller hente tøj fra renseri.
oplyse om kapeltjenester	http://data.europa.eu/esco/skill/82c1f267-89cd-4761-a879-45efbcbf81a4	skill/competence			Yde oplysningsstøtte i forbindelse med dokumentation såsom dødsattester, kremeringsformularer og andre typer dokumenter, der kræves af myndigheder eller afdødes familier.
dække forskellige sundhedstilstande	http://data.europa.eu/esco/skill/82cde242-eb70-4699-8589-7aa210e003e2	skill/competence			Håndtere en bred vifte af sundhedstilstande med indgriben i akut, kronisk, lindrende og palliativ pleje og akut lægehjælp.
fortolke luftfotos af træ	http://data.europa.eu/esco/skill/82d09d1b-8618-44f0-aeeb-2c897a2416fe	skill/competence	fortolke luftfotos af tømmer		Fortolke luftfotos med henblik på at identificere typer af træ og levesteder.
udarbejde kontinuitetsrapporter	http://data.europa.eu/esco/skill/82d50117-db00-400f-9f09-708857ef59c2	skill/competence			Skrive detaljerede kontinuitetsnotater og tage fotografier eller udføre skitser af hver enkelt skuespiller og kameraets stilling for hvert optagelse. Indberette alle optagelsestidspunkter og kamerabevægelser, hvad enten scenen er optaget i om dagen eller om natten, eventuelle sceneændringer og deres konsekvenser, alle kameraoplysninger, herunder linser og fokusafstande, samt eventuel inkonsekvens.
vedligeholde attraktioner i forlystelsespark	http://data.europa.eu/esco/skill/82d83fd3-bd6b-4e09-8291-2e0f83e323f9	skill/competence			Vedligeholde, styre og reparere attraktioner og forlystelser, både mekanisk og elektronisk.
lede skuespillere og personale	http://data.europa.eu/esco/skill/82d8cd8c-9609-4d2d-84cf-dcd9cc8c45a9	skill/competence			Lede skuespillere og personale på en filmoptagelse eller teaterforestilling. Briefe dem om den kreative vision, hvad de skal gøre, og hvor de skal være. Forvalte den daglige produktion for at sikre, at tingene fungerer uden problemer.
installere pneumatiske systemer	http://data.europa.eu/esco/skill/82da5835-1759-4eeb-9d58-a834ee80384e	skill/competence			Installere systemer og komponenter, der anvender pneumatik til at skabe mekaniske bevægelser, såsom trykluftbremser, pneumatiske cylindre, luftkompressorer og andre systemer.
bruge sikkerhedskopierings- og gendannelsesværktøjer	http://data.europa.eu/esco/skill/82de2df7-0d6c-42b1-94ac-b3e9a029e917	skill/competence			Anvende værktøjer, der giver brugerne mulighed for at kopiere og arkivere computersoftware, konfigurationer og data og genoprette dem i tilfælde af tab.
bistå i udviklingen af standardprocedurer i fødevarekæden	http://data.europa.eu/esco/skill/82e1876d-03be-4e15-b32a-b0967a20df71	skill/competence			Bistå i udviklingen af standardprocedurer (SOP) i fødevarekæden ved at arbejde sammen med linjeoperatører. Forstå aktuelle driftsprocedurer og identificere de bedste teknikker. Hjælpe med at dokumentere nye procedurer og opdatere de eksisterende.
identificere byggematerialer fra blueprints	http://data.europa.eu/esco/skill/82e8931a-ba6c-4c14-9611-e56fca33a2b9	skill/competence			Identificere materialer, der er defineret ved skitser og blueprints af den bygning, der skal opføres.
vedligeholde renovationsfortegnelser	http://data.europa.eu/esco/skill/82ea1455-ff29-43c8-8074-685fa2653144	skill/competence			Vedligeholde fortegnelser over affaldsindsamlingsruter, planlægning og typer og mængde af indsamlet affald.
forme genstande i blik	http://data.europa.eu/esco/skill/82f6b2a3-45ca-4841-90d2-83169d7416ee	skill/competence			Anvende de rette værktøjer og målinger til at bøje, folde og kurve plademetalgenstande til den rigtige form.
kalibrere laboratorieudstyr	http://data.europa.eu/esco/skill/82fadde2-45cc-4734-bace-dadafdeaa41f	skill/competence			Kalibrere laboratorieudstyr ved sammenligning af målinger; én af et kendt størrelse eller korrekthed, som er udført med en pålidelig anordning, og en anden måling fra et andet stykke laboratorieudstyr. Udføre målingerne i så høj grad som muligt på samme måde.
geofysik	http://data.europa.eu/esco/skill/82fc3feb-752b-4d49-803d-c08a717917aa	knowledge			Det videnskabelige område, der beskæftiger sig med fysiske processer og egenskaber ved og geografisk miljø omkring Jorden. Geofysik beskæftiger sig også med den kvantitative analyse af fænomener som magnetiske felter, Jordens indre struktur og dens hydrologiske kredsløb.
udføre kvantitativ forskning	http://data.europa.eu/esco/skill/8316979b-df5a-4dc7-98ef-61ec6a10df84	skill/competence			Foretage en systematisk empirisk undersøgelse af observerbare fænomener via statistiske, matematiske eller computerbaserede teknikker.
proces for ekstraktion af stivelse fra majs	http://data.europa.eu/esco/skill/831b7626-0d0b-46b0-a3cd-c613b286f99f	knowledge			"Proces for ekstraktion af stivelse fra majs. Raffinering, hvorved den udvundne majsstivelse behandles med henblik på at skabe fast sukker eller frembringe et andet populært sødestof kaldet ""majssirup""."
